,Transaction Date,Description,Institution,Account,Category,Is Hidden,Is Pending,Amount,Standardized Description,Master Category
152,2023-05-04,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-126.63,AMAZON,SHOPPING/GROCERIES
153,2023-05-04,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-162.22,AMAZON,SHOPPING/GROCERIES
154,2023-05-04,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-38.11,AMAZON,SHOPPING/GROCERIES
155,2023-05-04,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
156,2023-05-03,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-66.42,WALMART,SHOPPING/GROCERIES
157,2023-05-03,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.92,DUNKIN,FOOD AND DINING
158,2023-05-03,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-3.0,WALMART,SHOPPING/GROCERIES
159,2023-05-03,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-0.16,WALMART,SHOPPING/GROCERIES
160,2023-05-03,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-5.29,WALMART,SHOPPING/GROCERIES
161,2023-05-03,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,5.94,AUTOMATIC STATEMENT CREDIT,INCOME
162,2023-05-03,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-43.29,AMAZON,SHOPPING/GROCERIES
163,2023-05-02,CRUNCH FRISCO,Chase - via Direct Web API,CHASE FREEDOM,GYM,No,No,-10.05,CRUNCH FRISCO,HEALTH
164,2023-05-02,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.19,STARBUCKS,FOOD AND DINING
165,2023-05-02,AAA TX INSURANCE COSTA MESA CA,American Express - Amex Account - via Direct Web Access,AMEX,INSURANCE,No,No,-633.0,AAA TX INSURANCE COSTA MESA CA,BILLS AND UTILITIES
166,2023-05-02,AAA TX MEMBER PAYMENCOSTA MESA C,American Express - Amex Account - via Direct Web Access,AMEX,INSURANCE,No,No,-34.0,AAA TX MEMBER PAYMENCOSTA MESA C,BILLS AND UTILITIES
167,2023-05-02,BELL WEB PMTS WEB ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1349.0,BELL WEB PMTS WEB ID,BILLS AND UTILITIES
168,2023-05-01,DUNKIN,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.02,DUNKIN,FOOD AND DINING
169,2023-05-01,CHIPOTLE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-9.15,CHIPOTLE,FOOD AND DINING
170,2023-05-01,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-921.56,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
171,2023-04-30,WALMART.COM,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-56.01,WALMART,SHOPPING/GROCERIES
172,2023-04-30,ZELLE PAYMENT TO ARVINDH ARUL,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-172.0,ZELLE PAYMENT TO ARVINDH ARUL,MISCELLANEOUS
173,2023-04-30,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.19,STARBUCKS,FOOD AND DINING
174,2023-04-30,WALMART SC PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-56.23,WALMART,SHOPPING/GROCERIES
175,2023-04-30,PATEL BROTHERS OF PLANO PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-41.54,PATEL BROTHERS OF PLANO PLANO TX,SHOPPING/GROCERIES
176,2023-04-30,INTEREST PAID,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INTEREST INCOME,No,No,71.3,INTEREST PAID,INCOME
177,2023-04-29,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
178,2023-04-29,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
179,2023-04-29,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
180,2023-04-29,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-343.57,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
181,2023-04-29,QT,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-36.16,QT,FOOD AND DINING
182,2023-04-29,INDIAN VEGETARIAFRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-24.38,INDIAN VEGETARIAFRISCO TX,FOOD AND DINING
183,2023-04-29,SAMS CLUB TX,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-108.44,SAMS CLUB TX,SHOPPING/GROCERIES
184,2023-04-28,AMERICAN,Chase - via Direct Web API,CHASE FREEDOM,AIR TRAVEL,No,No,-40.0,AMERICAN,ENTERTAINMENT
185,2023-04-28,AMERICAN,Chase - via Direct Web API,CHASE FREEDOM,AIR TRAVEL,No,No,-30.0,AMERICAN,ENTERTAINMENT
186,2023-04-28,SQ THE YARD MILKSHAKE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-23.73,SQ THE YARD MILKSHAKE,FOOD AND DINING
187,2023-04-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,343.57,DIRECTPAY FULL BALANCE,INCOME
188,2023-04-28,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.02,INTEREST PAID,INCOME
189,2023-04-28,SUDKICKRICHMOND VA,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-10.0,SUDKICKRICHMOND VA,FOOD AND DINING
190,2023-04-28,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3492.91,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
191,2023-04-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,921.56,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
192,2023-04-27,AUTOPAY PAYMENT THANK YOU,American Express - Amex Account - via Direct Web Access,AMEX,CREDIT CARD PAYMENT,No,No,219.46,AUTOPAY PAYMENT THANK YOU,MISCELLANEOUS
193,2023-04-27,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-219.46,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
194,2023-04-26,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-21.75,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
195,2023-04-25,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-27.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
196,2023-04-25,NEXUS AUTO TRANSPORT IL,Discover Credit Card - via Direct Web Access,DISCOVER,AUTO SERVICE,No,No,-100.0,NEXUS AUTO TRANSPORT IL,BILLS AND UTILITIES
197,2023-04-25,PANERA SUBD O,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-13.22,PANERA SUBD O,FOOD AND DINING
198,2023-04-24,METROMILE INSURANCE C,American Express - Amex Account - via Direct Web Access,AMEX,INSURANCE,No,No,12.07,METROMILE INSURANCE C,BILLS AND UTILITIES
199,2023-04-24,THE HOME DEPOT VIRGINIA BEACH VA,American Express - Amex Account - via Direct Web Access,AMEX,HOME IMPROVEMENT/MAINTENANCE,No,No,-2.1,HOME DEPOT,SHOPPING/GROCERIES
200,2023-04-24,YARDI PENNY TEST ACCTVERIFY PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,0.03,YARDI PENNY TEST ACCTVERIFY PPD ID,INCOME
201,2023-04-23,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,10.59,AMAZON,SHOPPING/GROCERIES
202,2023-04-23,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
203,2023-04-22,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-13.65,CHICKFILA,FOOD AND DINING
204,2023-04-22,BARNES NOBLE,Chase - via Direct Web API,CHASE FREEDOM,BOOKS,No,No,-3.29,BARNES NOBLE,SHOPPING/GROCERIES
205,2023-04-22,LEMONADE I LEMONADE I,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,1.36,LEMONADE I LEMONADE I,FOOD AND DINING
206,2023-04-22,YSI LEGACY NORTH,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-927.32,YSI LEGACY NORTH,FOOD AND DINING
207,2023-04-22,ROYAL BAZAAR NORFOLK VA,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-12.88,ROYAL BAZAAR NORFOLK VA,SHOPPING/GROCERIES
208,2023-04-22,APLPAY FOOD LION,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-24.45,APLPAY FOOD LION,SHOPPING/GROCERIES
209,2023-04-21,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-3.29,STARBUCKS,FOOD AND DINING
210,2023-04-21,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
211,2023-04-20,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
212,2023-04-20,PAYPAL INST XFER APPLE.COM BILL WEB ID,Chase - via Direct Web API,CHASE CHECKING,ONLINE PAYMENT,No,No,-3.24,PAYPAL INST XFER APPLE.COM BILL WEB ID,MISCELLANEOUS
213,2023-04-20,JAWAD AHMED IAT PAYPAL WEB ID,Chase - via Direct Web API,CHASE CHECKING,ONLINE PAYMENT,No,No,-100.0,JAWAD AHMED IAT PAYPAL WEB ID,MISCELLANEOUS
214,2023-04-20,FOREIGN FEE,Chase - via Direct Web API,CHASE FREEDOM,BANK FEE,No,No,-0.32,FOREIGN FEE,MISCELLANEOUS
215,2023-04-19,MEGA LIMITED,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-10.97,MEGA LIMITED,FOOD AND DINING
216,2023-04-19,CRUMBL PEMBROKE LINDON UT,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-18.25,CRUMBL PEMBROKE LINDON UT,FOOD AND DINING
217,2023-04-18,TG VIRGINIA BEACH,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-58.49,TG VIRGINIA BEACH,FOOD AND DINING
218,2023-04-18,INTEREST PAYMENT,Chase - via Direct Web API,CHASE SAVINGS,INTEREST INCOME,No,No,0.02,INTEREST PAYMENT,INCOME
219,2023-04-17,FOOD LION VIRGINIABEACHVA,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-18.88,FOOD LION VIRGINIABEACHVA,SHOPPING/GROCERIES
220,2023-04-17,JAWAD AHMED IAT PAYPAL WEB ID,Chase - via Direct Web API,CHASE CHECKING,ONLINE PAYMENT,No,No,-200.0,JAWAD AHMED IAT PAYPAL WEB ID,MISCELLANEOUS
221,2023-04-16,CAVA PEMBROKE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-13.6,CAVA PEMBROKE,FOOD AND DINING
222,2023-04-16,THE HOME DEPOT VIRGINIA BEACH VA,American Express - Amex Account - via Direct Web Access,AMEX,HOME IMPROVEMENT/MAINTENANCE,No,No,-15.42,HOME DEPOT,SHOPPING/GROCERIES
223,2023-04-15,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
224,2023-04-15,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
225,2023-04-15,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
226,2023-04-15,BARNES NOBLE,Chase - via Direct Web API,CHASE FREEDOM,BOOKS,No,No,-3.29,BARNES NOBLE,SHOPPING/GROCERIES
227,2023-04-15,LEMONADE I LEMONADE I,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-60.0,LEMONADE I LEMONADE I,FOOD AND DINING
228,2023-04-15,TMOBILE AUTO PAY WA,Discover Credit Card - via Direct Web Access,DISCOVER,"PHONE, INTERNET & CABLE",No,No,-253.3,TMOBILE AUTO PAY WA,BILLS AND UTILITIES
229,2023-04-14,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-15.81,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
230,2023-04-14,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
231,2023-04-14,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3492.9,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
232,2023-04-13,TAMARINDVA,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-22.48,TAMARINDVA,FOOD AND DINING
233,2023-04-12,FOOD LION VIRGINIABEACH VA,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-35.78,FOOD LION VIRGINIABEACH VA,SHOPPING/GROCERIES
234,2023-04-11,TG VIRGINIA BEACH,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-55.91,TG VIRGINIA BEACH,FOOD AND DINING
235,2023-04-11,MARKET TROY MI,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-2.92,MARKET TROY MI,SHOPPING/GROCERIES
236,2023-04-11,METROMILE INSURANCE C,American Express - Amex Account - via Direct Web Access,AMEX,INSURANCE,No,No,-53.72,METROMILE INSURANCE C,BILLS AND UTILITIES
237,2023-04-11,ZELLE PAYMENT FROM KANISHK SHARMA,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,13.0,ZELLE PAYMENT FROM KANISHK SHARMA,INCOME
238,2023-04-10,WAWA VIRGINIA BEACVA,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-40.11,WAWA VIRGINIA BEACVA,BILLS AND UTILITIES
239,2023-04-10,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
240,2023-04-09,ROYAL BAZAAR,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-35.01,ROYAL BAZAAR,SHOPPING/GROCERIES
241,2023-04-08,BARNES NOBLE,Chase - via Direct Web API,CHASE FREEDOM,BOOKS,No,No,-3.29,BARNES NOBLE,SHOPPING/GROCERIES
242,2023-04-08,AMZN MKTP US AMZN.COM BILLWA,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-40.25,AMAZON,SHOPPING/GROCERIES
243,2023-04-07,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-42.68,TARGET,SHOPPING/GROCERIES
244,2023-04-07,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
245,2023-04-06,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
246,2023-04-06,APLPAY ELEVEN BEAC,American Express - Amex Account - via Direct Web Access,AMEX,FAST FOOD & CONVENIENCE,No,No,-4.33,APLPAY ELEVEN BEAC,FOOD AND DINING
247,2023-04-06,CASH APP CASH OUT VISA DIRECT CA,Chase - via Direct Web API,CHASE CHECKING,ONLINE PAYMENT,No,No,19.0,CASH APP CASH OUT VISA DIRECT CA,MISCELLANEOUS
248,2023-04-05,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-13.65,CHICKFILA,FOOD AND DINING
249,2023-04-05,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
250,2023-04-04,ZELLE PAYMENT TO LEE WALKER,Chase - via Direct Web API,CHASE CHECKING,PAYMENT,No,No,-45.0,ZELLE PAYMENT TO LEE WALKER,MISCELLANEOUS
251,2023-04-04,APLPAY ELEVEN BEAC,American Express - Amex Account - via Direct Web Access,AMEX,FAST FOOD & CONVENIENCE,No,No,-2.22,APLPAY ELEVEN BEAC,FOOD AND DINING
252,2023-04-04,US EFT PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-39.99,US EFT PPD ID,HEALTH
253,2023-04-04,PALMS ASSOCIATES RENTAL PPD ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1545.26,PALMS ASSOCIATES RENTAL PPD ID,BILLS AND UTILITIES
254,2023-04-03,SQ NEW BEGINNINGS TOA GOSQ.COM VA,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-52.0,SQ NEW BEGINNINGS TOA GOSQ.COM VA,FOOD AND DINING
255,2023-04-03,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,3.47,AUTOMATIC STATEMENT CREDIT,INCOME
256,2023-04-02,BARNES NOBLE,Chase - via Direct Web API,CHASE FREEDOM,BOOKS,No,No,-3.29,BARNES NOBLE,SHOPPING/GROCERIES
257,2023-04-02,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-43.58,TARGET,SHOPPING/GROCERIES
258,2023-04-01,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE SAVINGS,SAVINGS,No,No,400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
259,2023-04-01,AUTOSAVE SAVINGS,Chase - via Direct Web API,CHASE CHECKING,SAVINGS,No,No,-400.0,AUTOSAVE SAVINGS,MISCELLANEOUS
260,2023-04-01,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
261,2023-04-01,LEMONADE I LEMONADE I,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-6.13,LEMONADE I LEMONADE I,FOOD AND DINING
262,2023-04-01,AMERICAN,Chase - via Direct Web API,CHASE FREEDOM,AIR TRAVEL,No,No,-264.9,AMERICAN,ENTERTAINMENT
263,2023-04-01,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-6.9,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
264,2023-03-31,INTEREST PAID,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INTEREST INCOME,No,No,94.01,INTEREST PAID,INCOME
265,2023-03-31,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.1,INTEREST PAID,INCOME
266,2023-03-31,TELADOC HEALTH I DIRECT DEP PPD ID,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,3492.91,TELADOC HEALTH I DIRECT DEP PPD ID,INCOME
267,2023-03-30,SUDKICKRICHMOND VA,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-10.0,SUDKICKRICHMOND VA,FOOD AND DINING
268,2023-03-29,CASH APP ZACHARY PH CA,Chase - via Direct Web API,CHASE CHECKING,ONLINE PAYMENT,No,No,-32.0,CASH APP ZACHARY PH CA,MISCELLANEOUS
269,2023-03-29,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-45.37,TARGET,SHOPPING/GROCERIES
270,2023-03-29,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-274.69,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
271,2023-03-29,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-255.32,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
272,2023-03-28,MARKET,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-1.86,MARKET,FOOD AND DINING
273,2023-03-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,255.32,DIRECTPAY FULL BALANCE,INCOME
274,2023-03-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,274.69,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
275,2023-03-27,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-16.2,CHICKFILA,FOOD AND DINING
276,2023-03-27,STARBUCKS,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
277,2023-03-27,AUTOPAY PAYMENT THANK YOU,American Express - Amex Account - via Direct Web Access,AMEX,CREDIT CARD PAYMENT,No,No,255.29,AUTOPAY PAYMENT THANK YOU,MISCELLANEOUS
278,2023-03-27,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-255.29,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
279,2023-03-26,ZELLE PAYMENT FROM SIVABALAN MANI,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,234.02,ZELLE PAYMENT FROM SIVABALAN MANI,INCOME
280,2023-03-26,ZELLE PAYMENT FROM ARAVIND KUNIAMUTHUR KALIAPPAN,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,224.26,ZELLE PAYMENT FROM ARAVIND KUNIAMUTHUR KALIAPPAN,INCOME
281,2023-03-26,ZELLE PAYMENT FROM JAYANTH JAYARAMAN,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,106.9,ZELLE PAYMENT FROM JAYANTH JAYARAMAN,INCOME
282,2023-03-26,APLPAY ELEVEN BEAC,American Express - Amex Account - via Direct Web Access,AMEX,FAST FOOD & CONVENIENCE,No,No,-6.55,APLPAY ELEVEN BEAC,FOOD AND DINING
283,2023-03-26,PANERA SUBD O,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-13.22,PANERA SUBD O,FOOD AND DINING
284,2023-03-25,BARNES NOBLE,Chase - via Direct Web API,CHASE FREEDOM,BOOKS,No,No,-3.29,BARNES NOBLE,SHOPPING/GROCERIES
285,2023-03-24,CRUMBL PEMBROKE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-5.6,CRUMBL PEMBROKE,FOOD AND DINING
286,2023-03-24,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-350.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
287,2023-03-23,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,350.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
288,2023-03-23,FOOD LION,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-28.63,FOOD LION,SHOPPING/GROCERIES
289,2023-03-23,TREASURY DIRECT TREAS DRCT,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INVESTMENT SAVINGS,No,No,-10000.0,TREASURY DIRECT TREAS DRCT,MISCELLANEOUS
290,2023-03-23,FUNDS TRANSFER TO BROKERAGE,Charles Schwab US,CHARLES SCHWAB CHECKING,TRANSFERS,No,No,-3000.0,FUNDS TRANSFER TO BROKERAGE,MISCELLANEOUS
291,2023-03-22,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-7.59,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
292,2023-03-22,UBER TRIP CA,Discover Credit Card - via Direct Web Access,DISCOVER,RIDESHARE,No,No,-8.92,UBER TRIP CA,BILLS AND UTILITIES
293,2023-03-22,WAWA VIRGINIA BEACVA,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-40.07,WAWA VIRGINIA BEACVA,BILLS AND UTILITIES
294,2023-03-21,JPMORGAN CHASE EXT TRNSFR,Charles Schwab US,CHARLES SCHWAB CHECKING,TRANSFERS,No,No,3000.0,JPMORGAN CHASE EXT TRNSFR,MISCELLANEOUS
295,2023-03-20,WAWA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-7.21,WAWA,FOOD AND DINING
296,2023-03-20,VIRGINIA BEACVA,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-2.22,VIRGINIA BEACVA,BILLS AND UTILITIES
297,2023-03-20,ONLINE TRANSFER TO INVESTOR CHECKING,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-3000.0,ONLINE TRANSFER TO INVESTOR CHECKING,MISCELLANEOUS
298,2023-03-19,MOES,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-13.92,MOES,FOOD AND DINING
299,2023-03-19,ZELLE PAYMENT FROM SARAN PADMAKAR,Chase - via Direct Web API,CHASE CHECKING,INCOME,No,No,1045.5,ZELLE PAYMENT FROM SARAN PADMAKAR,INCOME
300,2023-03-18,BARNES NOBLE,Chase - via Direct Web API,CHASE FREEDOM,BOOKS,No,No,-3.29,BARNES NOBLE,SHOPPING/GROCERIES
